Timestamp,Channel_0_Filtered_Avg,Channel_0_Error_Avg,Channel_1_Filtered_Avg,Channel_1_Error_Avg,Channel_2_Filtered_Avg,Channel_2_Error_Avg,Channel_3_Filtered_Avg,Channel_3_Error_Avg,Channel_4_Filtered_Avg,Channel_4_Error_Avg,Target_Grid_X,Target_Grid_Y
2025-11-16 01:15:34.059,951.0,-11.0,924.76,-0.76,954.48,-2.48,957.0,-5.0,967.0,-3.0,13,7
2025-11-16 01:15:43.983,950.88,-10.88,924.72,-0.72,954.48,-2.48,958.0,-6.0,967.0,-3.0,12,7
2025-11-16 01:15:47.103,950.12,-10.12,924.68,-0.68,954.0,-2.0,959.44,-7.44,967.0,-3.0,11,7
2025-11-16 01:15:51.002,950.0,-10.0,924.8,-0.8,954.04,-2.04,960.0,-8.0,967.0,-3.0,10,7
2025-11-16 01:15:54.132,949.96,-9.96,924.8,-0.8,953.92,-1.92,961.0,-9.0,967.0,-3.0,9,7
2025-11-16 01:15:56.225,949.0,-9.0,924.88,-0.88,953.48,-1.48,961.0,-9.0,967.0,-3.0,8,7
2025-11-16 01:15:58.674,948.0,-8.0,924.96,-0.96,953.6,-1.6,961.0,-9.0,967.04,-3.04,7,7
2025-11-16 01:16:00.811,947.2,-7.2,924.96,-0.96,953.6,-1.6,961.16,-9.16,967.08,-3.08,6,7
2025-11-16 01:16:03.126,945.08,-1.08,925.12,-1.12,954.0,-2.0,961.28,-5.28,967.24,-3.24,5,7
2025-11-16 01:16:05.378,942.56,-2.4,925.04,-1.04,954.64,-2.64,961.2,-5.2,967.4,-3.4,4,7
2025-11-16 01:16:07.708,937.8,2.2,925.48,-1.48,955.04,-3.04,961.72,-5.72,967.96,-3.96,3,7
2025-11-16 01:16:10.109,931.08,8.92,925.36,-1.36,955.32,-3.32,961.64,-5.64,968.0,-4.0,2,7
2025-11-16 01:16:13.118,930.64,9.36,925.28,-1.28,955.36,-3.36,961.76,-5.76,967.96,-3.96,1,7
2025-11-16 01:17:18.780,950.64,-2.64,926.88,-2.88,955.68,-3.68,961.84,-1.84,967.0,-3.0,0,7
2025-11-16 01:17:31.583,951.0,-3.0,927.24,-3.24,955.76,-3.76,961.96,-1.96,967.0,-3.0,0,8
2025-11-16 01:18:36.493,932.92,11.08,922.04,-2.04,954.0,-2.0,961.96,-1.96,968.96,-0.96,1,8
2025-11-16 01:19:33.831,937.88,6.12,920.84,-0.84,953.84,-1.84,961.0,-1.0,969.0,-1.0,2,8
2025-11-16 01:19:37.672,941.76,-1.76,920.24,-0.24,952.76,-0.76,961.0,-1.0,969.0,-1.0,3,8
2025-11-16 01:19:39.884,944.28,-4.28,920.4,-0.4,952.88,-0.88,961.0,-1.0,968.96,-0.96,4,8
2025-11-16 01:19:41.854,946.04,-2.04,920.2,-0.2,952.36,-0.36,961.0,-1.0,969.0,-1.0,5,8
2025-11-16 01:19:43.845,947.24,-3.24,920.12,-0.12,952.08,-0.08,960.04,-0.04,968.96,-0.96,6,8
2025-11-16 01:19:45.816,948.0,-4.0,920.12,-0.12,952.0,0.0,960.0,0.0,968.88,-0.88,7,8
2025-11-16 01:19:47.761,948.92,-0.92,920.44,-0.44,952.16,-0.16,959.76,-3.12,968.72,-0.72,8,8
2025-11-16 01:19:49.922,949.0,-1.0,920.6,-0.6,952.48,-0.48,959.0,-3.0,968.6,-0.6,9,8
2025-11-16 01:19:51.675,949.2,-1.2,920.76,-0.76,952.16,-0.16,958.08,-2.08,968.84,-0.84,10,8
2025-11-16 01:19:53.884,949.6,-1.6,920.76,-0.76,952.24,-0.24,957.8,-1.8,969.0,-1.0,11,8
2025-11-16 01:19:55.855,949.96,-1.96,920.92,-0.92,952.4,-0.4,956.0,0.0,969.0,-1.0,12,8
2025-11-16 01:19:57.825,949.88,-1.88,921.04,-1.04,953.0,-1.0,952.92,3.08,969.0,-1.0,13,8
2025-11-16 01:19:59.528,950.0,-2.0,921.0,-1.0,953.16,-1.16,948.52,3.48,969.0,-1.0,14,8
2025-11-16 01:20:08.636,950.0,-2.0,920.68,-0.68,953.12,-1.12,947.04,4.96,969.0,-1.0,14,9
2025-11-16 01:20:13.441,949.96,-1.96,920.32,-0.32,952.96,-0.96,954.0,-2.0,969.0,-1.0,13,9
2025-11-16 01:20:17.957,949.92,-1.92,920.16,-0.16,952.48,-0.48,957.0,-1.0,969.0,-1.0,12,9
2025-11-16 01:20:20.838,949.32,-1.32,919.96,0.04,952.04,-0.04,958.0,-2.0,969.0,-1.0,11,9
2025-11-16 01:20:22.997,949.04,-1.04,920.04,-0.04,952.08,-0.08,959.0,-3.0,969.0,-1.0,10,9
2025-11-16 01:20:24.799,948.96,-0.96,920.0,-4.0,952.04,-0.04,959.64,-3.64,969.0,-1.0,9,9
2025-11-16 01:20:26.651,948.64,-0.64,919.96,-3.96,952.04,-0.04,960.0,-4.0,969.0,-1.0,8,9
2025-11-16 01:20:28.428,947.76,0.24,919.96,-3.96,952.36,-0.36,960.04,-4.04,969.0,-1.0,7,9
2025-11-16 01:20:30.276,947.16,-2.84,921.64,-4.04,952.32,-0.32,960.4,-2.16,969.0,-1.0,6,9
2025-11-16 01:20:32.103,945.04,-1.04,920.0,-4.0,952.96,-0.96,961.0,-1.0,969.0,-1.0,5,9
2025-11-16 01:20:33.857,942.08,1.92,920.12,-0.12,952.96,-0.96,961.0,-1.0,969.0,-1.0,4,9
2025-11-16 01:20:35.681,939.84,4.16,920.04,-0.04,953.0,-1.0,961.0,-1.0,969.0,-1.0,3,9
2025-11-16 01:20:37.939,936.64,7.36,920.0,0.0,953.04,-1.04,961.0,-1.0,969.0,-1.0,2,9
2025-11-16 01:20:40.006,928.16,15.84,920.0,0.0,953.36,-1.36,961.0,-1.0,969.0,-1.0,1,9
2025-11-16 01:20:43.349,918.64,25.36,919.92,0.08,953.24,-1.24,961.0,-1.0,969.0,-1.0,0,9
2025-11-16 01:20:50.038,911.08,28.92,919.76,-3.76,953.4,-1.4,961.2,-1.2,969.0,-1.0,0,10
2025-11-16 01:20:52.876,922.32,17.68,919.8,-3.8,953.08,-1.08,961.0,-1.0,969.0,-1.0,1,10
2025-11-16 01:20:54.608,934.56,5.44,919.32,-3.32,952.92,-0.92,961.0,-1.0,969.0,-1.0,2,10
2025-11-16 01:20:56.575,939.84,0.16,919.04,-3.04,952.08,-0.08,961.0,-1.0,969.0,-1.0,3,10
2025-11-16 01:20:58.643,943.56,-3.56,919.04,-3.04,952.0,0.0,961.0,-1.0,969.0,-1.0,4,10
2025-11-16 01:21:01.379,945.44,-1.6,918.84,-2.84,951.6,-0.56,960.96,-0.96,969.0,-1.0,5,10
2025-11-16 01:21:03.230,947.0,-3.0,918.76,-2.76,951.36,-3.36,960.16,-0.16,969.0,-1.0,6,10
2025-11-16 01:21:04.863,948.0,-4.0,918.92,-2.92,951.04,-3.04,960.0,0.0,969.0,-1.0,7,10
2025-11-16 01:21:06.785,948.2,-0.2,918.96,-2.96,951.0,-3.0,959.84,-3.84,969.0,-1.0,8,10
2025-11-16 01:21:11.180,948.96,-0.96,919.04,-3.04,951.24,-3.24,959.08,-3.08,969.0,-1.0,9,10
2025-11-16 01:21:12.864,949.0,-1.0,919.48,-3.48,951.2,-3.2,958.68,-2.68,969.0,-1.0,10,10
2025-11-16 01:21:14.815,949.56,-1.56,919.64,-3.64,951.44,-3.44,958.0,-2.0,969.0,-1.0,11,10
2025-11-16 01:21:16.997,949.72,-1.72,919.96,-3.96,951.64,-3.64,956.2,-0.2,969.0,-1.0,12,10
2025-11-16 01:21:18.893,950.0,-2.0,920.16,-4.0,952.12,-3.96,953.76,-1.6,969.0,-1.0,13,10
2025-11-16 01:21:21.014,950.0,-2.0,920.24,-0.24,952.08,-0.08,950.52,1.48,969.0,-1.0,14,10
2025-11-16 01:21:31.122,949.96,-1.96,919.84,-3.84,953.04,-1.04,948.64,3.36,969.0,-1.0,14,11
2025-11-16 01:21:33.330,950.0,-2.0,918.24,-2.24,952.52,-0.52,956.0,-4.0,969.0,-1.0,13,11
2025-11-16 01:21:35.398,949.64,-1.64,917.0,-1.0,952.12,-0.12,958.0,-6.0,969.0,-1.0,12,11
2025-11-16 01:21:37.343,949.2,-1.2,916.84,-0.84,952.0,0.0,959.0,-7.0,969.0,-1.0,11,11
2025-11-16 01:21:39.359,949.12,-0.96,918.8,-1.36,952.04,-0.04,959.12,-7.12,969.0,-1.0,10,11
2025-11-16 01:21:41.137,948.88,-0.88,917.04,-1.04,952.0,0.0,959.96,-7.96,969.0,-1.0,9,11
2025-11-16 01:21:43.180,948.12,-0.12,917.36,-1.36,951.96,0.04,959.96,-7.96,969.0,-1.0,8,11
2025-11-16 01:21:45.654,947.68,0.32,917.36,-1.36,951.92,0.08,960.0,-8.0,969.0,-1.0,7,11
2025-11-16 01:21:47.837,946.2,-1.56,917.64,-1.64,952.0,0.0,960.04,-8.04,969.0,-1.0,6,11
2025-11-16 01:21:55.934,945.72,-1.72,917.08,-1.08,951.96,-3.96,960.16,-8.16,969.0,-1.0,5,11
2025-11-16 01:21:57.663,942.96,0.4,918.08,-2.08,952.4,-0.4,961.0,-9.0,969.0,-1.0,4,11
2025-11-16 01:21:59.490,940.2,-0.2,918.24,-2.24,952.88,-0.88,961.0,-9.0,969.0,-1.0,3,11
2025-11-16 01:22:01.316,939.04,0.96,918.28,-2.28,953.0,-1.0,961.0,-9.0,969.0,-1.0,2,11
2025-11-16 01:22:03.021,936.24,3.76,918.56,-2.56,952.92,-0.92,961.0,-9.0,969.0,-1.0,1,11
2025-11-16 01:22:04.945,923.72,16.28,919.4,-3.4,953.56,-1.56,961.0,-9.0,969.0,-1.0,0,11
2025-11-16 01:22:24.700,909.92,30.08,921.2,-1.2,953.56,-1.56,962.0,-6.0,969.12,-1.12,0,12
2025-11-16 01:22:26.818,931.48,8.52,920.6,-0.6,953.04,-1.04,962.0,-6.0,969.0,-1.0,1,12
2025-11-16 01:22:28.546,937.96,2.04,920.2,-0.2,952.92,-0.92,962.0,-6.0,969.04,-1.04,2,12
2025-11-16 01:22:32.752,944.88,-0.88,920.0,-4.0,951.84,-3.84,961.92,-1.92,969.12,-1.12,3,12
2025-11-16 01:22:34.578,946.08,-2.08,919.68,-3.68,951.56,-3.56,961.68,-1.68,969.12,-1.12,4,12
2025-11-16 01:22:36.452,947.0,-3.0,919.72,-3.72,951.36,-3.36,961.0,-1.0,969.0,-1.0,5,12
2025-11-16 01:22:38.012,948.0,-4.0,919.68,-3.68,951.28,-3.28,961.0,-1.0,969.0,-1.0,6,12
2025-11-16 01:22:39.622,948.16,-4.16,919.72,-3.72,951.2,-3.2,961.0,-1.0,969.0,-1.0,7,12
2025-11-16 01:22:41.231,949.0,-1.0,920.12,-4.12,951.88,-3.88,960.76,-0.76,969.0,-1.0,8,12
2025-11-16 01:22:42.987,949.0,-1.0,920.52,-0.52,951.96,-3.96,960.0,0.0,969.0,-1.0,9,12
2025-11-16 01:22:45.196,949.0,-1.0,920.88,-0.88,952.04,-0.04,959.0,-3.0,969.0,-1.0,10,12
2025-11-16 01:22:48.992,949.0,-1.0,920.52,-0.52,951.76,0.24,958.0,-2.0,969.0,-1.0,11,12
2025-11-16 01:22:50.983,949.04,-1.04,920.48,-0.48,951.96,0.04,956.32,-0.32,969.0,-1.0,12,12
2025-11-16 01:22:52.978,949.28,-1.28,920.48,-0.48,951.84,0.16,954.56,0.16,969.04,-1.04,13,12
2025-11-16 01:23:04.507,950.0,-2.0,920.16,-0.16,953.08,-1.08,947.08,-3.08,969.44,-1.44,14,12
2025-11-16 01:23:23.683,949.92,-1.92,917.2,-1.2,953.72,-1.72,956.72,-12.72,969.04,-1.04,14,13
2025-11-16 01:23:30.543,950.0,-2.0,916.8,-0.8,953.2,-1.2,958.0,-10.0,969.04,-1.04,13,13
2025-11-16 01:23:34.033,949.8,-1.8,912.44,-0.44,953.04,-1.04,961.0,-13.0,969.04,-1.04,12,13
2025-11-16 01:23:36.343,949.6,-1.6,912.44,-0.44,952.88,-0.88,961.0,-13.0,969.12,-1.12,11,13
2025-11-16 01:23:38.147,949.4,-1.4,909.92,-1.92,953.0,-1.0,961.44,-13.44,969.24,-1.24,10,13
2025-11-16 01:23:40.243,949.0,-1.0,909.52,-1.52,952.96,-0.96,961.76,-13.76,969.04,-1.04,9,13
2025-11-16 01:23:42.168,949.0,-1.0,908.84,-0.84,953.04,-1.04,962.0,-14.0,969.32,-1.32,8,13
2025-11-16 01:23:44.647,948.32,-0.32,910.16,-2.16,952.96,-0.96,962.0,-14.0,969.16,-1.16,7,13
2025-11-16 01:23:46.596,948.0,0.0,912.6,-2.52,952.92,-0.92,962.0,-14.0,969.0,-1.0,6,13
2025-11-16 01:23:48.667,947.04,-3.04,911.8,-0.6,953.0,-1.0,962.0,-14.0,969.04,-1.04,5,13
2025-11-16 01:23:50.402,945.48,-1.48,914.08,-2.08,953.0,-1.0,962.0,-14.0,969.04,-1.04,4,13
2025-11-16 01:23:52.444,941.08,2.92,918.8,-6.8,953.52,-1.52,962.0,-14.0,969.24,-1.24,3,13
2025-11-16 01:23:55.164,933.84,10.16,920.4,-8.4,953.68,-1.68,962.0,-14.0,969.24,-1.24,2,13
2025-11-16 01:23:57.671,932.12,11.88,920.76,-8.76,954.0,-2.0,962.0,-14.0,969.44,-1.44,1,13
2025-11-16 01:24:05.064,950.88,-6.88,922.84,-10.84,953.68,-1.68,962.0,-14.0,969.48,-1.48,0,13
2025-11-16 01:24:06.681,948.08,-4.08,920.6,-8.6,952.4,-2.0,962.0,-10.0,969.4,-1.4,0,14
2025-11-16 01:24:11.494,933.16,10.84,916.96,-4.96,953.52,-1.52,962.0,-10.0,969.04,-1.04,1,14
2025-11-16 01:24:13.636,944.96,-0.96,913.08,-1.08,953.64,-1.64,962.0,-10.0,969.32,-1.32,2,14
2025-11-16 01:24:15.275,947.88,-3.88,907.72,4.28,953.64,-1.64,962.0,-10.0,969.72,-1.72,3,14
2025-11-16 01:24:17.150,948.0,-4.0,906.68,5.32,953.48,-1.48,962.0,-10.0,969.48,-1.48,4,14
